	nCluster	inference
19224_T_C	1	0
19227_C_T	1	0
19228_A_C	1	0
19229_T_A	1	0
19234_T_C	5	0
19239_A_C	1	0
19244_A_T	2	0
19253_T_A	1	0
19254_G_A	1	0
19262_A_T	4	0
19263_C_T	2	0
19274_C_T	1	0
19280_G_T	1	0
19281_T_C	1	0
19282_G_T	1	0
19304_A_C	1	0
19306_A_T	2	0
19317_C_T	1	0
19327_G_T	2	0
19328_C_G	2	0
19357_A_C	3	0
19363_T_C	1	0
19365_A_C	1	0
19366_C_A	2	0
19367_C_T	1	0
19374_C_T	1	0
19375_T_C	1	0
19378_T_C	1	0
19388_G_T	1	0
19398_G_A	1	0
19400_C_T	1	0
19402_C_T	1	0
19406_G_A	1	0
19408_A_C	1	0
19408_A_G	1	0
19422_A_G	1	0
19423_G_A	2	0
19436_T_C	1	0
19448_C_T	2	0
19449_T_A	1	0
19452_T_A	2	0
19468_T_A	3	0
19483_G_A	8	0
19488_C_T	2	0
19495_C_T	1	0
19497_T_G	3	0
19501_G_T	1	0
19502_C_T	1	0
19506_T_C	2	0
19514_G_A	1	0
19521_T_C	1	0
19524_C_T	1	0
19529_C_T	1	0
19543_A_C	1	0
19543_A_T	4	0
19560_C_T	2	0
19565_G_A	1	0
19565_G_C	1	0
19571_A_T	1	0
19574_A_G	1	0
19577_A_G	1	0
19580_T_C	1	0
19581_T_C	1	0
19586_C_T	1	0
19593_C_A	4	0
19600_A_T	1	0
19615_C_T	1	0
19623_T_G	8	0
19624_T_A	1	0
19627_G_T	2	0
19628_A_G	1	0
19629_A_G	1	0
19631_A_C	1	0
19639_T_C	1	0
19645_G_T	1	0
19653_T_C	2	0
19654_A_T	3	0
19655_A_T	1	0
19656_G_A	1	0
19656_G_T	1	0
19660_C_T	1	0
19662_C_A	1	0
19662_C_T	1	0
19666_G_T	4	0
19675_C_A	1	0
19677_G_T	1	0
19684_G_T	1	0
19687_C_T	1	0
19700_T_C	1	0
19704_T_A	2	0
19707_C_T	1	0
19708_A_C	1	0
19718_C_T	3	0
19724_T_C	3	0
19733_T_C	1	0
19737_T_C	1	0
19746_G_A	1	0
19749_T_G	1	0
19750_G_T	1	0
19751_A_T	13	0
19754_A_T	1	0
19755_T_C	3	0
19756_A_C	1	0
19763_C_T	1	0
19766_T_A	1	0
19769_C_T	1	0
19770_T_C	1	0
19779_A_T	1	0
19800_G_T	1	0
19804_A_T	1	0
19811_A_C	1	0
19811_A_T	1	0
19812_A_C	6	0
19813_C_T	2	0
19818_A_C	4	0
19818_A_T	1	0
19827_G_T	1	0
19839_T_C	1	0
19844_T_A	1	0
19846_G_A	1	0
19847_G_T	1	0
19854_C_T	1	0
19862_C_T	1	0
19867_A_G	1	0
19868_C_A	1	0
19872_G_A	1	0
19879_G_T	8	0
19881_C_T	2	0
19890_A_G	1	0
19894_G_A	1	0
19901_C_T	1	0
19903_C_T	1	0
19914_T_C	1	0
19915_A_G	1	0
19918_G_A	1	0
19928_C_T	1	0
19938_C_T	1	0
19942_G_T	1	0
19944_C_T	1	0
19947_G_T	1	0
19948_A_C	1	0
19952_C_A	1	0
19955_C_T	4	0
19961_C_T	2	0
19962_G_A	1	0
19965_T_A	2	0
19967_G_T	2	0
19978_A_G	1	0
19983_C_G	4	0
19983_C_T	2	0
19984_T_C	1	0
19986_T_C	1	0
19999_G_T	1	0
20002_G_T	3	0
20003_A_G	1	0
20005_G_A	1	0
20013_A_G	1	0
20016_C_T	1	0
20019_A_G	1	0
20039_G_T	3	0
20042_T_C	1	0
20044_C_T	1	0
20048_T_C	1	0
20052_A_G	1	0
20055_A_G	1	0
20073_A_G	1	0
20086_G_A	2	0
20092_A_T	1	0
20097_A_G	1	0
20098_G_T	1	0
20104_C_T	1	0
20107_A_C	1	0
20108_A_G	1	0
20125_G_A	1	0
20128_G_A	1	0
20132_C_T	1	0
20134_G_T	1	0
20141_C_G	10	0
20144_A_C	1	0
20145_G_A	1	0
20148_C_T	2	0
20156_A_G	1	0
20157_T_A	1	0
20161_A_T	6	0
20162_A_G	1	0
20170_G_T	1	0
20175_T_C	1	0
20176_G_T	2	0
20178_C_T	2	0
20181_A_T	7	0
20187_A_C	1	0
20198_A_T	15	0
20201_T_C	1	0
20202_T_C	2	0
20207_A_T	1	0
20225_A_G	1	0
20229_T_C	2	0
20231_A_T	1	0
20233_C_T	1	0
20234_C_T	1	0
20235_C_T	1	0
20236_A_G	6	0
20236_A_T	3	0
20237_G_A	2	0
20237_G_T	1	0
20238_G_A	5	0
20238_G_T	1	0
20239_A_G	1	0
20240_G_A	3	0
20246_T_A	1	0
20248_G_C	1	0
20253_T_A	1	0
20255_A_T	1	0
20258_T_C	1	0
20261_T_C	1	0
20263_G_T	9	0
20267_T_A	1	0
20268_A_G	1	0
20272_A_G	1	0
20274_G_T	1	0
20275_G_T	1	0
20277_T_C	1	0
20278_G_A	1	0
20281_T_C	1	0
20283_C_T	1	0
20288_A_G	1	0
20291_G_T	5	0
20294_A_G	1	0
20301_A_C	1	0
20304_A_C	1	0
20317_G_T	2	0
20320_C_T	2	0
20323_A_G	1	0
20325_C_T	1	0
20326_G_A	1	0
20328_T_C	1	0
20339_T_C	1	0
20342_G_A	1	0
20349_T_C	1	0
20355_A_G	1	0
20357_G_C	1	0
20366_A_G	1	0
20375_T_C	2	0
20381_T_A	1	0
20383_G_A	1	0
20386_A_T	1	0
20387_A_G	3	0
20391_T_A	2	0
20396_A_C	1	0
20402_C_T	1	0
20405_C_T	2	0
20410_G_T	1	0
20411_A_T	1	0
20412_A_C	14	0
20425_A_G	1	0
20431_A_T	1	0
20432_T_C	1	0
20436_C_T	1	0
20439_T_C	2	0
20442_A_G	1	0
20444_T_A	1	0
20445_T_C	1	0
20450_A_T	3	0
20468_C_T	1	0
20469_G_T	3	0
20474_C_G	1	0
20480_C_T	1	0
20483_C_T	1	0
20485_A_G	1	0
20486_A_G	1	0
20487_G_T	1	0
20505_T_C	1	0
20516_T_C	1	0
20520_T_G	1	0
20539_A_G	1	0
20542_T_C	1	0
20553_A_G	1	0
20554_T_A	1	0
20555_C_T	1	0
20560_G_C	1	0
20564_C_T	8	0
20568_G_A	1	0
20568_G_T	1	0
20574_C_A	3	0
20578_G_T	1	0
20587_G_T	1	0
20590_T_A	1	0
20590_T_C	1	0
20598_A_T	4	0
20600_T_C	5	0
20608_A_G	1	0
20608_A_T	1	0
20611_C_T	1	0
20616_G_T	1	0
20620_A_G	1	0
20628_C_A	1	0
20628_C_T	1	0
20631_T_A	1	0
20647_C_A	1	0
20652_A_G	1	0
20652_A_T	1	0
20653_T_C	1	0
20658_A_C	1	0
20662_A_G	1	0
20663_G_A	1	0
20664_T_C	1	0
20667_A_G	1	0
20668_G_T	4	0
20670_G_A	1	0
20679_G_T	2	0
20687_C_G	1	0
20692_C_A	1	0
20703_C_T	1	0
20705_A_C	1	0
20705_A_G	1	0
20709_G_T	1	0
20710_C_A	2	0
20715_A_C	1	0
20716_A_T	3	0
20728_A_G	1	0
20740_C_T	1	0
20753_A_C	2	0
20755_A_C	2	0
20755_A_G	1	0
20759_C_T	1	0
20760_A_G	1	0
20761_A_T	1	0
20764_T_C	1	0
20782_A_T	11	0
20790_C_T	9	0
20796_A_G	1	0
20808_G_A	1	0
20817_T_C	1	0
20819_T_C	3	0
20829_A_C	2	0
20838_T_C	1	0
20840_T_A	1	0
20841_A_G	2	0
20852_T_C	3	0
20856_A_G	1	0
20859_T_C	1	0
20861_T_A	1	0
20893_G_T	1	0
20897_C_T	1	0
20912_T_A	1	0
20922_G_T	1	0
20930_C_T	1	0
20946_C_T	1	0
20953_G_C	1	0
20958_T_C	1	0
20958_T_G	1	0
20965_T_C	1	0
20978_C_T	1	0
20979_A_T	1	0
20986_A_T	1	0
20988_T_C	1	0
20993_T_C	1	0
20996_G_A	1	0
21004_G_T	1	0
21005_C_T	1	0
21008_C_T	1	0
21009_T_C	2	0
21012_A_G	1	0
21020_C_T	1	0
21034_C_T	1	0
21045_T_C	1	0
21053_A_T	1	0
21055_G_A	3	0
21058_C_A	1	0
21059_C_T	1	0
21069_A_T	11	0
21073_G_C	1	0
21074_T_C	1	0
21076_A_T	2	0
21078_A_T	2	0
21082_G_A	1	0
21087_T_G	1	0
21094_A_C	1	0
21096_A_G	1	0
21108_C_G	1	0
21110_C_T	1	0
21116_T_C	1	0
21118_T_C	1	0
21119_G_T	5	0
21121_G_A	1	0
21123_G_T	1	0
21126_T_C	1	0
21136_A_G	1	0
21137_A_G	9	0
21137_A_T	2	0
21138_G_T	1	0
21139_C_T	1	0
21140_T_A	1	0
21145_C_T	2	0
21149_G_A	1	0
21157_G_A	1	0
21167_A_G	1	0
21201_T_C	1	0
21203_A_G	10	0
21204_G_C	1	0
21220_G_C	1	0
21221_C_T	2	0
21222_A_G	6	0
21233_C_T	1	0
21235_T_C	1	0
21241_A_G	3	0
21242_C_T	1	0
21249_G_A	3	0
21249_G_T	3	0
21254_C_T	1	0
21255_G_C	1	0
21260_C_T	1	0
21268_G_T	2	0
21273_T_C	2	0
21277_A_G	2	0
21294_T_A	1	0
21295_G_A	1	0
21296_G_A	1	0
21297_C_T	1	0
21302_C_T	2	0
21304_C_A	2	0
21304_C_T	2	0
21305_G_A	3	0
21306_C_T	2	0
21310_C_T	1	0
21315_A_G	1	0
21316_G_A	1	0
21322_T_A	1	0
21328_A_T	1	0
21342_C_G	1	0
21345_A_C	9	0
21351_G_A	1	0
21356_A_G	1	0
21357_T_G	1	0
21363_T_C	1	0
21364_C_T	1	0
21372_G_T	1	0
21373_T_A	2	0
21373_T_C	1	0
21377_C_A	1	0
21379_T_C	1	0
21380_C_T	1	0
21381_C_T	1	0
21383_A_C	1	0
21387_T_C	7	0
21390_A_G	1	0
21396_C_T	1	0
21405_A_C	1	0
21410_C_T	1	0
21414_T_C	1	0
21417_A_T	6	0
21426_T_A	1	0
21439_T_C	4	0
21440_C_T	1	0
21443_T_A	1	0
21444_A_T	1	0
21451_G_T	8	0
21452_G_T	1	0
21459_C_A	3	0
21461_A_G	1	0
21464_A_G	1	0
21468_G_A	1	0
21469_A_G	1	0
21473_T_G	1	0
21484_A_T	1	0
21492_T_A	1	0
21510_A_T	4	0
21517_A_T	4	0
21520_G_T	1	0
21522_T_C	1	0
21526_A_G	1	0
21529_T_C	1	0
21535_G_A	1	0
21543_T_G	1	0
21549_C_T	1	0
21552_C_T	1	0
21554_A_C	1	0
21558_G_A	1	0
21563_A_G	1	0
21564_T_C	1	0
21567_T_G	1	0
21570_T_G	1	0
21571_T_G	1	0
21575_C_A	1	0
21575_C_T	12	0
21578_G_T	1	0
21583_A_C	1	0
21590_C_A	1	0
21593_G_T	1	0
21595_C_T	1	0
21604_G_C	1	0
21606_G_T	2	0
21607_T_C	1	0
21608_G_T	1	0
21614_C_T	1	0
21618_C_T	1	0
21622_C_A	3	0
21624_G_A	1	0
21625_A_G	2	0
21625_A_T	1	0
21627_C_T	2	0
21639_C_T	2	0
21641_G_T	1	0
21642_C_T	2	0
21661_A_G	1	0
21684_A_C	1	0
21684_A_T	1	0
21691_C_T	1	0
21694_A_G	1	0
21695_T_C	1	0
21697_C_A	1	0
21697_C_T	2	0
21707_C_T	1	0
21715_T_A	1	0
21724_G_C	1	0
21724_G_T	1	0
21727_C_T	1	0
21732_C_T	1	0
21737_T_C	1	0
21742_C_T	1	0
21746_G_T	1	0
21748_T_A	1	0
21749_A_G	1	0
21756_T_C	1	0
21767_C_T	1	0
21770_G_T	1	0
21772_C_T	1	0
21773_T_C	1	0
21774_C_T	1	0
21779_A_G	1	0
21781_C_T	1	0
21787_T_C	1	0
21791_A_T	1	0
21793_G_T	1	0
21795_G_T	1	0
21811_C_T	1	0
21812_C_T	1	0
21815_C_G	1	0
21820_T_G	1	0
21823_T_C	1	0
21824_G_A	1	0
21829_T_C	1	0
21843_C_T	1	0
21845_A_G	1	0
21846_C_T	1	0
21851_A_G	1	0
21855_C_T	1	0
21859_C_T	1	0
21861_T_C	1	0
21867_G_A	2	0
21886_T_C	1	0
21889_T_C	1	0
21891_T_C	1	0
21897_C_T	1	0
21911_C_T	1	0
21915_T_C	1	0
21920_G_A	2	0
21920_G_T	1	0
21924_A_G	1	0
21935_A_G	1	0
21941_G_T	1	0
21944_A_G	1	0
21948_A_T	1	0
21949_A_C	4	0
21952_C_T	1	0
21968_T_G	2	0
21970_T_A	1	0
21986_G_T	1	0
21989_G_T	1	0
21995_T_C	1	0
21995_T_G	1	0
22005_A_G	1	0
22006_C_A	2	0
22006_C_G	1	0
22006_C_T	2	0
22008_A_G	1	0
22014_G_A	1	0
22014_G_T	8	0
22020_T_C	1	0
22021_G_T	1	0
22026_G_T	1	0
22030_G_T	1	0
22033_C_T	1	0
22034_A_T	1	0
22037_G_A	1	0
22042_T_C	1	0
22045_T_C	1	0
22050_C_T	1	0
22051_G_T	1	0
22052_A_G	1	0
22053_A_G	1	0
22056_A_G	1	0
22070_T_C	1	0
22072_T_G	1	0
22078_T_C	2	0
22080_A_T	1	0
22085_T_C	2	0
22088_C_G	3	0
22091_A_G	1	0
22097_C_T	1	0
22101_A_G	1	0
22104_G_T	2	0
22107_A_G	1	0
22109_C_A	1	0
22110_A_T	1	0
22115_A_C	1	0
22115_A_T	2	0
22123_A_G	1	0
22124_A_C	1	0
22125_A_G	5	0
22132_G_T	2	0
22138_T_A	2	0
22139_G_T	1	0
22153_T_C	1	0
22160_T_C	1	0
22162_T_C	1	0
22176_C_T	1	0
22178_A_T	4	0
22184_A_C	1	0
22197_T_G	4	0
22201_G_T	1	0
22205_G_C	1	0
22205_G_T	1	0
22206_A_G	1	0
22207_T_C	1	0
22214_C_A	1	0
22215_A_T	1	0
22225_G_A	1	0
22225_G_T	1	0
22226_G_A	1	0
22226_G_T	1	0
22235_C_T	1	0
22243_A_C	2	0
22255_A_G	2	0
22255_A_T	1	0
22256_G_A	2	0
22257_G_C	1	0
22258_T_C	1	0
22264_C_T	1	0
22270_T_C	14	0
22271_A_G	1	0
22271_A_T	1	0
22273_G_A	1	0
22274_T_G	2	0
22275_T_C	1	0
22295_C_T	1	0
22296_A_G	1	0
22309_G_A	1	0
22316_G_A	13	0
22317_G_A	1	0
22320_A_G	1	0
22323_C_T	1	0
22325_T_C	1	0
22326_C_T	1	0
22336_G_T	1	0
22338_C_A	1	0
22363_G_T	1	0
22377_C_G	1	0
22379_A_G	1	0
22386_T_C	1	0
22387_T_C	1	0
22388_C_T	1	0
22401_A_T	1	0
22413_C_T	1	0
22419_C_T	3	0
22421_G_A	1	0
22428_T_A	1	0
22439_C_A	1	0
22445_C_T	3	0
22447_T_C	2	0
22449_T_C	1	0
22449_T_G	1	0
22450_C_T	2	0
22454_G_A	3	0
22456_A_C	2	0
22458_C_T	1	0
22462_G_T	1	0
22465_T_C	3	0
22474_A_G	1	0
22477_C_A	1	0
22478_T_A	1	0
22480_C_A	1	0
22484_G_T	1	0
22487_G_C	1	0
22491_A_G	1	0
22492_A_G	1	0
22497_T_A	1	0
22497_T_C	1	0
22499_T_A	1	0
22501_T_A	4	0
22501_T_C	2	0
22503_A_T	1	0
22507_T_A	3	0
22507_T_C	1	0
22511_A_C	1	0
22516_T_C	1	0
22517_A_G	1	0
22525_A_G	1	0
22530_C_T	1	0
22540_T_A	1	0
22542_T_C	1	0
22547_T_A	13	0
22549_T_C	1	0
22552_T_A	1	0
22560_C_A	1	0
22566_T_C	1	0
22576_T_C	1	0
22578_G_A	1	0
22587_T_G	3	0
22591_C_T	1	0
22592_G_T	1	0
22603_T_C	1	0
22606_A_G	1	0
22606_A_T	1	0
22619_T_C	1	0
22624_C_T	1	0
22631_A_G	1	0
22639_C_T	1	0
22641_A_G	1	0
22647_T_C	1	0
22655_T_C	1	0
22666_A_G	1	0
22670_A_G	1	0
22673_T_C	1	0
22674_C_A	1	0
22675_C_G	1	0
22677_C_T	1	0
22686_C_A	1	0
22687_C_G	1	0
22689_C_G	9	0
22690_T_C	1	0
22692_T_C	1	0
22696_G_A	1	0
22696_G_T	1	0
22712_C_A	1	0
22712_C_T	1	0
22713_C_T	1	0
22714_T_C	1	0
22717_T_C	1	0
22730_C_G	1	0
22740_C_A	1	0
22741_T_C	1	0
22763_G_A	2	0
22763_G_T	4	0
22768_T_C	1	0
22770_G_T	1	0
22771_A_G	1	0
22777_T_C	1	0
22778_G_A	1	0
22789_A_G	1	0
22801_G_T	1	0
22816_T_C	1	0
22824_A_G	2	0
22826_A_G	1	0
22827_A_T	1	0
22831_T_C	12	0
22833_A_T	2	0
22846_T_C	1	0
22858_C_T	1	0
22863_T_A	1	0
22866_C_A	1	0
22868_T_A	1	0
22869_G_A	1	0
22873_T_A	7	0
22878_A_G	1	0
22883_C_A	1	0
22915_C_T	2	0
22922_A_G	1	0
22930_T_A	1	0
22931_A_C	1	0
22931_A_G	1	0
22936_G_A	2	0
22936_G_T	1	0
22939_T_A	1	0
22939_T_G	1	0
22942_T_A	1	0
22942_T_C	1	0
22943_C_A	1	0
22984_G_A	1	0
22986_C_T	1	0
22987_C_T	1	0
22988_G_A	1	0
22993_C_A	3	0
22993_C_T	1	0
22998_C_T	1	0
23010_T_C	1	0
23016_G_A	3	0
23017_T_A	1	0
23022_A_G	1	0
23029_C_T	1	0
23032_T_C	1	0
23036_T_C	1	0
23042_T_C	1	0
23043_C_T	2	0
23044_A_G	2	0
23046_A_C	2	0
23063_A_T	1	0
23083_A_T	6	0
23086_C_T	10	0
23087_A_G	1	0
23103_C_T	1	0
23108_G_C	1	0
23113_T_C	1	0
23114_C_T	1	0
23120_G_A	1	0
23127_C_A	1	0
23128_A_G	1	0
23128_A_T	2	0
23129_A_T	1	0
23130_C_G	1	0
23132_G_T	1	0
23135_T_A	1	0
23145_A_G	4	0
23147_A_G	1	0
23157_A_C	2	0
23158_T_C	1	0
23173_A_T	1	0
23179_C_T	1	0
23191_C_T	1	0
23192_A_T	1	0
23193_A_T	1	0
23194_T_C	3	0
23215_T_G	1	0
23220_C_T	1	0
23221_T_C	1	0
23224_G_T	1	0
23227_T_A	2	0
23230_C_T	1	0
23232_A_C	1	0
23234_A_C	4	0
23235_A_G	2	0
23238_T_C	1	0
23239_T_G	2	0
23248_C_G	1	0
23248_C_T	2	0
23264_G_A	5	0
23268_T_C	1	0
23270_G_A	2	0
23277_C_T	1	0
23278_T_C	2	0
23280_C_T	1	0
23284_T_C	1	0
23286_C_T	1	0
23295_A_G	1	0
23298_C_T	1	0
23299_A_G	1	0
23302_G_A	8	0
23303_A_T	1	0
23306_C_G	3	0
23306_C_T	1	0
23315_C_T	3	0
23320_C_A	3	0
23324_A_T	1	0
23331_G_T	1	0
23344_T_C	1	0
23347_C_A	1	0
23348_A_T	12	0
23369_A_C	2	0
23371_T_A	1	0
23371_T_C	1	0
23374_T_C	1	0
23379_A_T	1	0
23388_C_A	1	0
23394_T_C	1	0
23403_A_C	1	0
23403_A_G	15	1
23409_A_T	2	0
23416_A_T	1	0
23419_A_G	1	0
23422_C_A	1	0
23427_T_A	1	0
23427_T_C	1	0
23434_T_C	1	0
23437_T_C	1	0
23438_G_A	1	0
23440_A_G	1	0
23442_A_T	5	0
23453_C_T	1	0
23461_G_A	1	0
23466_T_G	1	0
23472_C_A	1	0
23474_A_G	1	0
23474_A_T	1	0
23477_G_A	1	0
23480_T_G	1	0
23481_C_T	1	0
23498_C_T	1	0
23500_T_C	6	0
23501_G_T	1	0
23511_T_A	1	0
23524_A_G	1	0
23525_C_T	2	0
23529_T_C	1	0
23532_A_G	1	0
23533_C_G	2	0
23534_A_T	1	0
23535_A_C	1	0
23538_C_T	2	0
23547_G_C	3	0
23554_A_G	6	0
23557_C_T	2	0
23567_G_T	2	0
23568_G_T	1	0
23572_A_G	2	0
23578_T_C	1	0
23584_T_A	5	0
23584_T_C	3	0
23585_C_T	15	0
23593_G_T	2	0
23594_A_T	2	0
23599_T_A	1	0
23599_T_C	2	0
23601_C_A	1	0
23601_C_T	1	0
23604_C_A	2	0
23606_C_T	3	0
23607_G_A	2	0
23608_G_A	1	0
23616_G_A	12	0
23625_C_T	1	0
23629_T_G	1	0
23635_C_T	3	0
23638_C_T	1	0
23652_T_C	14	0
23655_C_G	2	0
23655_C_T	1	0
23663_G_T	1	0
23672_T_C	1	0
23673_C_T	1	0
23677_T_C	1	0
23679_C_T	2	0
23683_C_T	1	0
23685_C_G	1	0
23687_A_G	1	0
23693_T_C	1	0
23707_C_T	2	0
23712_A_C	1	0
23712_A_T	1	0
23725_T_A	5	0
23731_C_T	1	0
23751_C_T	1	0
23753_A_G	1	0
23757_C_T	1	0
23758_C_T	1	0
23770_A_G	1	0
23773_T_A	1	0
23782_G_T	1	0
23784_A_T	1	0
23785_C_A	1	0
23791_T_A	1	0
23793_G_T	1	0
23795_G_A	3	0
23808_G_T	2	0
23809_C_T	1	0
23815_T_C	1	0
23820_T_C	1	0
23829_A_G	1	0
23835_G_A	2	0
23835_G_C	1	0
23849_T_A	2	0
23850_T_C	1	0
23854_C_T	1	0
23856_G_A	2	0
23858_G_A	1	0
23865_C_T	4	0
23868_G_T	1	0
23875_T_G	1	0
23880_A_G	1	0
23882_C_T	1	0
23884_A_G	1	0
23886_A_G	1	0
23903_G_A	1	0
23905_T_A	1	0
23910_C_T	3	0
23911_A_G	4	0
23912_C_A	1	0
23912_C_G	2	0
23913_A_G	1	0
23913_A_T	1	0
23914_A_T	1	0
23915_G_A	3	0
23923_A_T	1	0
23926_T_G	3	0
23929_C_T	1	0
23940_C_A	1	0
23941_A_G	1	0
23942_A_G	1	0
23953_T_C	1	0
23974_A_G	1	0
23976_T_A	1	0
23978_T_C	1	0
23979_T_C	1	0
23984_G_A	1	0
23986_T_C	1	0
23987_C_T	1	0
23988_C_G	1	0
23989_A_C	1	0
23992_A_T	1	0
23997_C_T	1	0
24001_C_T	1	0
24012_T_C	1	0
24014_A_G	1	0
24023_C_T	3	0
24034_C_T	5	0
24049_A_C	1	0
24049_A_T	1	0
24051_A_G	1	0
24054_C_A	1	0
24068_C_T	1	0
24075_G_A	1	0
24082_C_T	1	0
24089_G_A	2	0
24095_G_T	1	0
24096_C_T	1	0
24102_G_A	1	0
24103_A_G	1	0
24117_C_T	6	0
24120_A_C	3	0
24123_A_G	1	0
24130_C_T	1	0
24133_C_T	1	0
24136_T_C	1	0
24146_C_T	1	0
24152_T_G	2	0
24160_A_G	1	0
24161_G_A	2	0
24166_A_G	1	0
24173_G_T	1	0
24194_T_C	1	0
24196_A_G	1	0
24197_G_T	1	0
24210_C_T	14	0
24212_T_G	1	0
24213_C_T	2	0
24217_T_C	1	0
24223_C_T	1	0
24232_A_G	1	0
24236_G_T	2	0
24265_A_G	1	0
24270_C_T	2	0
24284_G_T	2	0
24288_T_C	1	0
24290_G_T	1	0
24294_T_C	1	0
24297_C_T	1	0
24309_T_C	1	0
24323_A_C	1	0
24325_A_G	1	0
24329_A_G	1	0
24333_C_T	1	0
24334_C_T	2	0
24337_C_T	1	0
24348_G_T	1	0
24358_C_T	1	0
24361_A_T	1	0
24363_T_A	1	0
24365_C_A	4	0
24368_G_T	1	0
24370_C_T	2	0
24380_T_A	3	0
24381_C_T	1	0
24382_C_T	2	0
24384_C_T	1	0
24397_T_A	1	0
24398_G_T	1	0
24407_C_T	2	0
24410_G_C	1	0
24410_G_T	1	0
24412_T_C	1	0
24413_G_A	1	0
24416_G_A	2	0
24424_A_G	1	0
24429_C_T	1	0
24436_T_C	1	0
24442_C_T	1	0
24443_A_G	1	0
24443_A_T	1	0
24451_T_C	1	0
24452_A_C	2	0
24452_A_T	1	0
24453_A_G	2	0
24455_C_T	1	0
24457_A_G	2	0
24463_C_T	1	0
24469_T_C	1	0
24476_G_T	3	0
24479_A_T	3	0
24481_T_A	1	0
24489_T_A	1	0
24492_T_A	6	0
24492_T_G	1	0
24517_C_A	1	0
24522_T_G	1	0
24527_G_T	1	0
24535_G_T	1	0
24552_T_C	15	0
24556_A_G	1	0
24557_G_T	4	0
24565_T_G	1	0
24567_A_G	1	0
24574_G_T	1	0
24583_T_C	5	0
24584_G_A	1	0
24585_T_C	2	0
24588_C_A	1	0
24591_A_G	1	0
24592_A_G	1	0
24594_A_C	2	0
24597_T_C	1	0
24611_G_A	1	0
24620_G_T	1	0
24630_A_G	1	0
24643_T_A	1	0
24650_T_C	1	0
24652_A_G	1	0
24652_A_T	3	0
24658_T_C	1	0
24661_A_G	1	0
24673_A_G	1	0
24681_T_A	1	0
24689_T_A	1	0
24691_T_C	1	0
24694_A_T	1	0
24697_G_T	1	0
24705_A_T	1	0
24707_C_T	11	0
24712_G_A	1	0
24717_T_C	1	0
24721_T_C	1	0
24731_C_T	3	0
24749_T_C	2	0
24763_T_C	1	0
24764_G_T	1	0
24773_C_T	1	0
24775_A_G	1	0
24775_A_T	1	0
24779_A_G	4	0
24780_A_G	1	0
24784_C_T	1	0
24787_C_G	1	0
24790_A_G	1	0
24792_C_T	1	0
24795_C_T	1	0
24811_T_A	3	0
24814_T_C	2	0
24815_G_C	2	0
24816_G_C	1	0
24825_A_G	1	0
24834_G_A	1	0
24840_G_T	3	0
24851_T_A	1	0
24856_T_C	1	0
24857_G_T	1	0
24861_C_G	5	0
24862_A_G	1	0
24863_C_T	2	0
24865_C_G	1	0
24867_G_T	1	0
24868_G_A	1	0
24870_T_C	1	0
24872_G_C	1	0
24872_G_T	1	0
24873_T_A	1	0
24883_G_A	3	0
24891_A_T	1	0
24892_T_C	2	0
24903_T_C	9	0
24904_C_T	1	0
24905_A_G	1	0
24907_T_C	1	0
24908_A_T	1	0
24914_G_T	1	0
24930_C_T	1	0
24934_T_C	1	0
24941_G_T	1	0
24942_A_G	1	0
24942_A_T	5	0
24944_G_C	2	0
24945_T_C	1	0
24956_A_G	1	0
24959_G_T	1	0
24970_A_G	1	0
24974_T_A	3	0
24980_C_T	3	0
24982_T_C	1	0
24984_T_G	1	0
24985_G_T	1	0
24986_C_T	1	0
24990_C_T	1	0
24992_G_A	1	0
24995_T_C	2	0
24998_G_A	1	0
25003_A_C	1	0
25006_C_T	1	0
25008_A_G	1	0
25013_G_C	1	0
25020_A_G	1	0
25025_T_A	2	0
25028_T_C	1	0
25030_T_A	1	0
25031_A_T	1	0
25034_A_G	1	0
25041_C_A	2	0
25046_C_T	1	0
25047_C_T	1	0
25049_G_T	2	0
25071_C_A	1	0
25075_C_T	1	0
25088_G_T	1	0
25096_C_T	1	0
25098_T_C	2	0
25115_C_T	1	0
25122_A_T	1	0
25123_T_C	2	0
25132_C_A	8	0
25135_G_T	1	0
25136_A_G	4	0
25144_T_C	1	0
25147_A_G	3	0
25148_T_C	1	0
25150_T_G	2	0
25156_C_T	5	0
25169_C_T	1	0
25172_G_T	1	0
25174_A_C	9	0
25175_A_G	1	0
25179_A_G	4	0
25184_C_A	1	0
25186_G_T	1	0
25191_T_C	1	0
25218_G_T	1	0
25220_T_C	1	0
25226_G_T	2	0
25231_C_T	1	0
25243_A_G	1	0
25259_A_C	2	0
25262_C_A	1	0
25262_C_T	1	0
25269_G_T	1	0
25274_A_G	1	0
25281_G_A	1	0
25286_A_T	1	0
25288_T_C	1	0
25293_T_A	2	0
25302_G_T	1	0
25305_G_A	1	0
25311_G_T	2	0
25315_A_T	4	0
25321_C_T	1	0
25324_C_T	1	0
25330_T_C	1	0
25337_G_C	3	0
25340_G_A	1	0
25340_G_T	1	0
25344_C_T	2	0
25350_C_T	1	0
25352_G_T	1	0
25354_G_T	1	0
25359_A_G	4	0
25365_T_C	1	0
25367_A_G	1	0
25367_A_T	4	0
25368_A_C	1	0
25406_T_C	12	0
25406_T_G	1	0
25407_G_A	3	0
25408_A_T	3	0
25409_G_T	1	0
25410_A_G	1	0
25413_C_T	2	0
25422_T_A	1	0
